iobs,ca,start_time,int_lo_code,int_area,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c2,c2a,c3,c4,c5,c6,c7,c8,c9_1,c9_2,c9_3,c9_4,c9_5,c9_6,c9_7,c9_8,c9_9,c9_10,c10,c11,c12,c13,c14,c15,c16,c18,c19_1,c19_2,c19_3,c19_4,c19_5,c19_6,c19_7,c19_8,c19_9,c19_10,c19_11,c19_12,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58_1,c58_2,c58_3,c58_4,c58_5,c59,c60,c61,c62,C67,c71,c73
792,2,1450,2033,4,0,1,0,0,0,0,4,2, ,1,10,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,0,0,0,0,1,6,6, ,1,S6 1,2,1500
793,2,1435,2033,4,0,1,0,0,0,0,4,2, ,1,11,2, ,1,0,0,0,0,1,0,0,0,0,0, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,0,0,6,6, ,1,S35 ,2,1445
794,2,1425,2033,4,1,1,0,0,0,0,6,1,1, ,7,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,250,7,120,7,1,56,56,7, , , ,170,7,1,3,1,0,0,0,0,1,1,1, ,PE2 ,1,1435
795,2,1410,2033,4,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,0,0,1,6,6,2, , , ,0,0,1,4,0,0,0,0,1,2,2,2, ,CW9 ,2,1420
796,2,1355,2033,4,0,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,2, , , , , , , , , ,0, , , , , , ,2,0,60,2,0,0,1,12,12,4, , , ,20,2,1,2,1,0,0,0,0,1,1,1, ,WA15,2,1410
797,2,1345,2033,4,0,1,0,0,0,0,5,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,0,0,3, , , , , , ,20,2,2,11,1,0,0,0,0,1,1,1, ,DN7 ,1,1355
798,2,1325,2033,4,0,1,0,0,0,0,10,1,2, ,7,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,2, , , , , , , , , ,2, , , , , , ,2,2,40,2,90,2,1,6,6,2, , , ,0,2,1,1,0,0,0,0,1,2,2,3, ,CT18,2,1335
799,2,1315,2033,4,0,1,0,0,0,0,4,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,6,6, ,1,S8 8,2,1325
800,2,1305,2033,4,0,1,0,0,0,0,10,1,1, ,6,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,0,0,3, , , , , , ,0,1,1,4,0,0,0,0,1,2,2,2, ,DE55,1,1315
801,2,1255,2033,4,0,1,0,0,0,0,4,2, ,1,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,6,6, ,1,S35 ,2,1305
802,2,1420,2042,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , ,3,3,38,2,0,0,1,6,6,2, , , ,41,2,1,6,0,1,0,0,0,2,2,2, ,EH21,1,1425
803,2,1245,2033,4,0,1,0,0,0,0,4,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,0,0,0,0,6,6, ,1,S35 ,1,1250
804,2,1235,2033,4,0,1,0,0,0,0,4,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,6,6, ,1,S35 ,2,1240
805,2,1220,2033,4,0,1,0,0,0,0,4,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,6,6, ,1,S18 ,2,1230
806,2,1210,2033,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,1,0,0, , , ,1, , , , , ,2, , , ,0, , , , , ,1,3,1,20,2,60,2,3, , , , , , ,10,2,1,11,1,0,0,0,0,1,1,2, ,M20 ,2,1220
807,2,1155,2033,4,0,1,0,0,0,0,4,2, ,1,16,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,0,0,0,0,1,6,6, ,1,S35 ,2,1205
808,2,1145,2033,4,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,0, , , , , ,2,0,0,3,0,3,3, , , , , , ,0,0,1,10,1,0,0,0,0,5,1,5, ,NG14,2,9999
809,2,1130,2033,4,0,1,0,0,0,0,4,2, ,1,6,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,6,6, ,1,S35 ,2,9999
810,2,1538,2042,4,0,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0,0,1,6,6,2, , , ,6,2,2,11,1,0,0,0,0,1,1,1, ,DE14,1,1542
811,2,1535,2042,4,0,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,0,0,1,3,3,1, , , ,10,1,1,7,1,0,0,0,0,1,1,1, ,DN22,1,1540
812,2,1503,2042,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,0,0,1,23,23,2, , , ,42,2,1,3,1,0,0,0,0,2,2,2, ,DE21,2,1508
813,2,1422,2042,4,0,1,0,0,0,0,10,1,1, ,2,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,0,0,5, , , , , , ,30,2,2,11,0,0,0,0,1,1,1,1, ,TQ9 ,1,1425
814,2,1410,2042,4,1,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,9999,9999,1,11,11,2, , , ,25,2,1,11,1,0,0,0,0,1,1,1, ,CW9 ,2,1415
815,2,1402,2042,4,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,4, , , , , , , , , ,3, , , , , , ,4,3,200,3,200,3,1,9,9,3, , , ,420,3,1,2,1,0,0,0,0,2,2,2, ,RM10,2,1405
816,2,1350,2042,4,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,100,2,278,2,3, , , , , , ,239,2,1,11,1,0,0,0,0,2,2,2, ,SO53,1,1353
817,2,1330,2042,4,0,1,0,0,0,0,10,1,1, ,4,2, ,1,0,1,1,1,0,0,0,0,0,0, ,1,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,26,26,4, , , ,26,9999,1,7,1,0,0,0,0,2,2,2, ,S40 ,2,1335
818,2,1615,2042,4,0,1,0,0,0,0,5,1,4, ,2,2, ,2, , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,5, , , , , , ,9999,9999,2,11,1,0,0,0,0,1,1,6, ,WF9 ,2,1620
819,2,1602,2042,4,0,1,0,0,0,0,4,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,2,2, ,1,S60 ,1,1605
820,2,1557,2042,4,0,1,0,0,0,0,5,1,4, ,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,5, , , , , , ,9999,9999,2,11,0,0,0,0,1,1,1,6, ,S72 ,2,1600
821,2,1550,2042,4,0,1,0,0,0,0,4,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,S6 5,2,1555
822,2,1545,2042,4,1,1,0,0,0,0,4,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,S66 ,2,1549
823,2,1525,2042,4,0,1,0,0,0,0,5,1,1, ,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,5, , , , , , ,9999,9999,1,9,0,1,0,0,0,1,1,1, ,DN4 ,2,1530
824,2,1515,2042,4,0,1,0,0,0,0,4,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,2,2, ,2,S11 ,2,1520
825,2,1455,2042,4,0,1,0,0,0,0,5,1,4, ,1,2, ,1,0,1,0,0,0,0,0,0,0,0, ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,0,0,5, , , , , , ,9999,9999,2,11,0,1,0,0,0,1,1,6, ,S61 ,2,1500
826,2,1455,2042,4,0,1,0,0,0,0,4,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,1,0,0,0,2,2, ,1,S26 ,1,1500
827,2,1445,2042,4,0,1,0,0,0,0,4,2, ,1,3,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,S11 ,1,1450
828,2,1430,2042,4,0,1,0,0,0,0,5,1,4, ,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,5, , , , , , ,9999,9999,1,11,1,0,0,0,0,1,1,1, ,S73 ,2,1435
829,2,1425,2042,4,0,1,0,0,0,0,4,2, ,1,2,2, ,1,0,0,0,0,0,0,1,0,0,0, , , , , , ,9999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,S13 ,1,1428
830,2,1425,2042,4,0,1,0,0,0,0,4,2, ,1,6,1,1,1,0,1,0,0,0,1,0,0,0,0, ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,1,0,0,0,1,1, ,1,S6 1,1,9999
831,2,1415,2042,4,0,1,0,0,0,0,4,2, ,1,6,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,0,0,2,2, ,1,S7 1,1,1420
832,2,1355,2042,4,0,1,0,0,0,0,4,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,1,0,0,0,0,2,3, ,1,S11 ,2,1400
833,2,1340,2042,4,0,1,0,0,0,0,4,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,1,0,0,0,2,1, ,1,S20 ,1,1345
834,2,1440,2035,4,0,1,0,0,0,0,5,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,0,1,2, , , ,9999,5,2,0,2,1,11,0,0,0,0,1,1,1,1, ,S12 ,2,1450
835,2,1435,2035,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,0,2,2, , , ,9999,15,2,0,2,1,2,1,0,0,0,0,1,1,1, ,DN35,2,1440
836,2,1425,2035,4,0,1,0,0,0,0,11,1,2, ,14,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,7, , , , , , , , , ,6, , , , , , ,7,6,70,1,100,1,1,9999,200,1, , , ,0,1,1,1,0,0,0,0,1,1,1,3, ,    ,2,1435
837,2,1415,2035,4,0,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,3, , , , , , ,0,1,1,1,0,0,0,0,1,1,2,1, ,NG16,1,1420
838,2,1400,2035,4,0,1,0,0,0,0,11,1,1, ,6,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,4, , , , , , , , , ,0, , , , , , ,4,0,200,4,0,4,2, , , ,9999,400,2,0,2,1,4,0,0,0,0,1,1,1,1, ,    ,2,1410
839,2,1345,2035,4,0,1,0,0,0,0,10,1,1, ,12,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,2, , , , , , , , , ,0, , , , , , ,2,0,10,1,0,1,2, , , ,9999,140,4,0,4,1,11,0,0,1,0,0,2,3,1, ,WR9 ,2,1355
840,2,1330,2035,4,0,1,0,0,0,0,10,1,2, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,1, , , , , , , , , ,0, , , , , , ,1,0,30,2,0,2,2, , , ,9999,50,2,0,2,2,11,0,0,0,0,1,3,3,2, ,SK12,2,1340
841,2,1250,2035,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,0,2,2, , , ,9999,20,2,0,2,1,3,1,0,0,0,0,1,1,1, ,B75 ,2,1300
842,2,1230,2035,4,0,1,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,2,0,2,2, , , ,9999,70,2,0,2,2,9,0,0,0,0,1,2,1,1, ,B93 ,2,1240
843,2,1220,2035,4,0,1,1,0,0,0,6,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,1,0,0,0,0,0, , , ,1, , ,1, , , , , , ,0, , ,0, , , ,2,0,8,1,0,1,1,9999,3,1, , , ,0,1,1,1,1,0,1,0,0,1,1,1, ,CB5 ,2,1230
844,2,1155,2035,4,0,1,0,0,0,0,10,1,1, ,7,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,2, , , , , , , , , ,0, , , , , , ,2,0,50,1,0,1,2, , , ,9999,25,1,0,1,1,4,0,0,0,0,1,3,3,3, ,NN6 ,2,1205
845,2,1145,2035,4,0,1,1,0,0,0,10,1,1, ,20,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,1,0,0,0,1,0,0,0,0, , , ,1, , , ,1, , , , , ,0, , , ,1, , ,2,1,50,1,40,1,1,9999,10,1, , , ,20,1,1,5,1,0,1,0,0,1,1,1, ,DE4 ,1,1150
846,2,1125,2035,4,0,1,0,0,0,0,5,1,1, ,1,2, ,1,0,0,0,0,0,0,1,0,0,0, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,0,1,2, , , ,9999,10,1,0,1,1,2,1,0,0,0,0,1,1,1, ,YO12,1,1135
847,2,1450,2035,4,0,1,0,0,0,0,4,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,6,6, ,1,S6 2,2,1455
848,2,1420,2035,4,0,1,0,0,0,0,4,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,2,2, ,1,S8 9,2,1425
849,2,1410,2035,4,0,1,0,0,0,0,4,2, ,1,6,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,S6 1,2,1415
850,2,1355,2035,4,0,1,0,0,0,0,4,2, ,1,4,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,1,1, ,1,S6 1,1,1400
851,2,1340,2035,4,0,1,0,0,0,0,4,2, ,1,12,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,4,4, ,1,S8 8,2,1345
852,2,1305,2035,4,0,1,0,0,0,0,4,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,10,1,0,0,0,0,1,1, ,1,S35 ,3,1310
853,2,1300,2035,4,0,1,0,0,0,0,4,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,6,6, ,1,S35 ,3,1305
854,2,1240,2035,4,0,1,0,0,0,0,4,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,1,1, ,1,S35 ,3,1250
855,2,1215,2035,4,0,1,0,0,0,0,4,2, ,1,14,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,1,1, ,1,S6 4,1,1220
856,2,1205,2035,4,0,1,0,0,0,0,4,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0,0,0,0,1,1,1, ,1,S6 4,1,1215
857,2,1135,2035,4,0,1,0,0,0,0,4,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,S11 ,2,1145
858,2,1115,2035,4,0,1,0,0,0,0,4,2, ,2,7,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,S6 1,2,1125
859,2,1703,2034,4,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,4, , , , , , , , , ,0, , , , , , ,4,0,0,0,0,0,2, , , ,15,15,3,0,3,1,5,0,0,0,0,1,1,1,1, ,PH21,3,1710
860,2,1652,2034,4,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,3,0,3,2, , , ,20,20,3,0,3,1,10,0,0,0,0,1,1,1,1, ,DE4 ,3,1700
861,2,1642,2034,4,0,1,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,5,0,5,2, , , ,20,20,5,0,5,1,4,1,0,0,0,0,1,1,1, ,NG7 ,2,1645
862,2,1632,2034,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,3, , , , , , , , , ,0, , , , , , ,3,0,10,2,0,2,2, , , ,10,9999,2,0,2,1,4,0,0,0,0,1,1,1,1, ,UB3 ,2,1640
863,2,1623,2034,4,0,1,0,0,0,0,10,1,1, ,8,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,2, , , , , , , , , ,0, , , , , , ,2,0,0,6,0,6,2, , , ,10,10,6,0,0,1,1,1,0,0,0,0,1,1,1, ,BL9 ,2,1626
864,2,1510,2034,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0,2,2, , , ,22,22,2,0,0,2,11,0,0,0,0,1,2,2,2, ,LN3 ,3,1515
865,2,1503,2034,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,2, , , , , , , , , ,1, , , , , , ,2,1,50,2,100,2,2, , , ,30,30,2,0,2,1,1,1,0,0,0,0,1,1,1, ,PR4 ,3,1510
866,2,1325,2034,4,0,1,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,1, , , , , , , , , ,0, , , , , , ,1,0,30,1,0,1,2, , , ,40,40,1,0,0,1,3,1,0,0,0,0,1,1,1, ,WD24,2,1340
867,2,1646,2034,4,0,1,0,0,0,0,4,2, ,1,16,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,1,1, ,1,S6 5,2,1650
868,2,1626,2034,4,0,1,0,0,0,0,4,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,0,0,0,0,1,5,5, ,1,S20 ,3,1634
869,2,1615,2034,4,0,1,0,0,0,0,4,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,S10 ,2,1623
870,2,1515,2034,4,0,1,0,0,0,0,5,1,4, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,0,0,5, , , , , , ,9999,9999,1,11,0,0,0,1,0,1,1,6, ,DN9 ,1,1528
871,2,1450,2034,4,0,1,0,0,0,0,4,2, ,1,10,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,0,0,0,1,5,2, ,1,S6 6,2,1500
872,2,1431,2034,4,0,1,0,0,0,0,4,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,S6 4,3,1443
873,2,1418,2034,4,0,1,0,0,0,0,4,2, ,1,28,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,S13 ,2,1425
874,2,1402,2034,4,0,1,0,0,0,0,4,2, ,1,6,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,S8 0,3,1413
875,2,1344,2034,4,0,1,0,0,0,0,4,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,1,1, ,1,S2 3,2,1355
876,2,1318,2034,4,0,1,0,0,0,0,4,2, ,1,3,2, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,5,5, ,1,S6 6,3,1325
877,2,1310,2034,4,0,1,0,0,0,0,4,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,S8 7,3,1315
878,2,1305,2034,4,0,1,0,0,0,0,4,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,0,0,0,0,1,2,1, ,1,S6 5,2,1310
879,2,1300,2034,4,0,1,0,0,0,0,4,2, ,1,4,2, ,1,0,0,0,0,0,0,1,0,0,0, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,1,1, ,1,S10 ,2,1305
880,2,1255,2034,4,0,1,0,0,0,0,4,2, ,1,15,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,1,1, ,1,S6 4,2,1300
