iobs,ca,start_time,int_lo_code,int_area,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c2,c2a,c3,c4,c5,c6,c7,c8,c9_1,c9_2,c9_3,c9_4,c9_5,c9_6,c9_7,c9_8,c9_9,c9_10,c10,c11,c12,c13,c14,c15,c16,c18,c19_1,c19_2,c19_3,c19_4,c19_5,c19_6,c19_7,c19_8,c19_9,c19_10,c19_11,c19_12,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58_1,c58_2,c58_3,c58_4,c58_5,c59,c60,c61,c62,C67,c71,c73
703,2,1055,2002,3,0,1,0,0,0,0,3,2, ,1,4,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,1,0,0,6,6, ,1,YO24,2,1100
704,2,1105,2002,3,0,1,0,0,0,0,3,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,6,6, ,1,YO23,1,1110
705,2,1150,2002,3,1,1,0,0,0,0,3,2, ,1,3,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,6,6, ,1,YO24,2,1155
706,2,1200,2002,3,1,1,0,0,0,0,3,2, ,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,6,6, ,1,YO23,2,1205
707,2,1210,2002,3,0,1,0,0,0,0,3,2, ,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,6,6, ,1,YO24,1,1215
708,2,1240,2002,3,0,1,0,0,0,0,3,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,0,0,0,0,6,6, ,1,YO24,1,1245
709,2,840,2002,3,0,1,0,0,0,0,3,2, ,1,15,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0,0,0,0,1,6,6, ,1,YO23,1,845
710,2,1255,2003,3,0,1,0,0,0,0,10,1,2, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,2, , , , , , , , , ,2, , , , , , , ,2,2,40,2,80,2,2, , , ,9999,100,2,40,2,2,11,0,0,0,0,1,4,3,4, ,SN8 ,2,1300
711,2,1245,2003,3,0,1,0,0,0,0,11,1,2, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,16, , , , , , , , , ,16, , , , , , , ,16,16,10,1,30,1,3, , , , , , ,0,1,2,11,0,0,0,0,1,4,4,1, ,    ,2,1250
712,2,1235,2003,3,0,1,0,0,0,0,1,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,4,0,4,2, , , ,15,15,4,20,4,1,4,0,0,0,0,1,1,1,1, ,BD11,2,1240
713,2,1225,2003,3,0,1,0,0,0,0,10,1,1, ,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,1, , , , , , , , , ,1, , , , , , , ,1,1,50,4,120,4,2, , , ,9999,30,4,0,4,1,2,1,0,0,0,0,1,1,1, ,PH2 ,1,1230
714,2,1210,2003,3,0,1,0,0,0,0,5,1,2, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,1,0,1,2, , , ,10,10,1,20,1,1,1,0,0,0,0,1,4,1,1, ,DN6 ,2,1215
715,2,1205,2003,3,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,2, , , , , , , , , ,2, , , , , , , ,2,2,20,3,0,3,2, , , ,9999,100,3,0,3,1,1,0,0,0,0,1,1,1,1, ,NR4 ,1,1210
716,2,1200,2003,3,0,1,0,0,0,0,5,1,1, ,5,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,120,5,0,5,2, , , ,10,20,5,10,5,1,4,1,0,0,0,0,2,5,1, ,YO62,2,1205
717,2,1150,2003,3,0,1,0,0,0,0,8,1,2, ,7,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,3, , , , , ,3,3,0,1,0,1,2, , , ,8,9999,1,0,1,1,2,1,0,0,0,0,1,1,2, ,N3 2,2,1155
718,2,1125,2003,3,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,4, , , , , ,4,4,30,2,0,2,2, , , ,8,40,2,50,2,2,11,1,0,0,0,0,2,1,1, ,BS35,1,1130
719,2,1120,2003,3,0,1,0,0,0,0,5,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,0,2,2, , , ,9999,60,2,10,2,1,1,0,0,0,0,1,2,2,1, ,HU17,2,1125
720,2,1115,2003,3,0,1,0,0,0,0,5,1,1, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,1,0,1,4, , , , , , ,9999,1,1,1,1,0,0,0,0,1,1,1, ,HU5 ,1,1120
721,2,1100,2003,3,0,1,0,0,0,0,5,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,2,0,2,1,0,30,2, , , ,40,2,2,11,0,0,0,0,1,1,1,1, ,HU17,2,1105
722,2,1005,2003,3,0,1,0,0,0,0,10,1,1, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,2, , , , , , , , , ,2, , , , , , , ,2,2,20,1,80,1,2, , , ,6,60,1,0,1,1,1,0,0,0,0,1,1,1,1, ,WR3 ,2,1010
723,2,955,2003,3,0,1,0,0,0,0,11,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,1,0,1,2, , , ,3,15,1,50,1,2,11,0,0,0,0,1,1,1,1, ,    ,1,1000
724,2,935,2003,3,0,1,0,0,0,0,5,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,4,0,4,3, , , , , , ,9999,4,1,7,0,0,0,0,1,1,1,1, ,HU17,2,940
725,2,1215,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,1,1,0,1,0,0,0,0,0,0,0,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,1,1, ,1,YO42,2,1220
726,2,1140,2003,3,0,1,0,0,0,0,3,2, ,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0, , , ,6, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,1, ,1,YO26,1,1145
727,2,1130,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,YO32,2,1135
728,2,1055,2003,3,0,1,0,0,0,0,3,2, ,1,11,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,0,0,0,1,1,1, ,1,YO32,2,1100
729,2,1040,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,0,0,0,0,1,1,3, ,1,YO19,2,1045
730,2,1030,2003,3,0,1,0,0,0,0,3,2, ,1,4,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,YO19,1,1035
731,2,1015,2003,3,0,1,0,0,0,0,3,2, ,1,3,2, ,1,1,0,1,0,1,0,0,0,0,0,2, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,0,0,0,0,1,4,3, ,1,YO31,1,1020
732,2,915,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,1,1, ,1,YO42,2,920
733,2,855,2003,3,0,1,0,0,0,0,3,2, ,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,YO1 ,1,900
734,2,840,2003,3,0,1,0,0,0,0,3,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,4,1, ,1,YO31,3,845
735,2,1225,2003,3,0,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,1,0,0,1,9999,50,1, , , ,0,0,1,2,0,0,0,0,1,4,4,4, ,NE3 ,1,1228
736,2,1215,2003,3,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,4, , , , , , , , , ,3, , , , , ,4,3,20,2,25,2,2, , , ,9999,60,2,0,0,2,11,0,0,1,0,0,1,1,1, ,CO10,1,1218
737,2,1200,2003,3,0,1,0,0,0,0,11,1,2, ,1,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,14, , , , , , , , , ,14, , , , , , , ,14,14,15,1,9999,1,4, , , , , , ,9999,1,1,1,0,0,0,0,1,1,1,2, ,    ,1,1204
738,2,1135,2003,3,0,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,3, , , , , , , , , ,2, , , , , , , ,3,2,5,1,0,1,2, , , ,9999,35,1,0,0,1,1,0,0,0,0,1,4,4,4, ,DE4 ,1,1138
739,2,1130,2003,3,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,3, , , , , , , , , ,2, , , , , , , ,3,2,50,3,0,3,2, , , ,9999,80,3,20,3,1,1,0,0,0,0,1,4,4,4, ,GL1 ,2,1134
740,2,1052,2003,3,0,1,0,0,0,0,5,1,1, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,0,0,3, , , , , , ,0,0,1,6,0,0,0,0,1,1,1,1, ,YO11,1,1055
741,2,1016,2003,3,0,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,3, , , , , , , , , ,2, , , , , , , ,3,2,10,1,0,0,2, , , ,9999,60,1,0,0,1,2,1,0,0,0,0,4,4,4, ,OX13,1,1020
742,2,1005,2003,3,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,0,0,2, , , ,9999,35,2,0,0,1,2,0,0,0,0,1,4,4,4, ,CA2 ,2,1010
743,2,1000,2003,3,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,7, , , , , , , , , ,6, , , , , , , ,7,6,50,2,22,2,2, , , ,9999,120,2,0,0,1,4,0,0,1,0,0,4,4,4, ,BH31,2,1004
744,2,922,2003,3,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,7, , , , , , , , , ,7, , , , , ,7,7,40,2,50,2,2, , , ,9999,60,2,0,0,1,1,1,0,0,0,0,3,3,3, ,SL3 ,1,926
745,2,900,2003,3,0,1,0,0,0,0,5,1,1, ,3,2, ,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100,3,0,0,2, , , ,9999,5,3,0,0,1,1,1,0,0,0,0,1,1,1, ,LS24,1,905
746,2,840,2003,3,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,2,0,0,3, , , , , , ,0,0,1,2,0,0,0,0,1,3,3,1, ,HU4 ,2,844
747,2,1230,2003,3,0,1,0,0,0,0,5,1,4, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,2, , , ,9999,5,1,0,0,1,3,0,0,0,0,1,1,1,1, ,HU17,2,1234
748,2,1220,2003,3,0,1,0,0,0,0,5,1,4, ,7,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,7,0,0,2, , , ,9999,5,7,0,0,1,4,1,0,0,0,0,1,1,1, ,YO42,1,1223
749,2,1206,2003,3,0,1,0,0,0,0,3,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,3,3, ,1,YO32,2,1210
750,2,1150,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,YO1 ,1,1155
751,2,1145,2003,3,0,1,0,0,0,0,5,1,4, ,2,4, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,2,0,0,3, , , , , , ,10,2,1,6,1,0,0,0,0,1,1,6, ,YO43,1,1148
752,2,1140,2003,3,0,1,0,0,0,0,3,2, ,1,3,2, ,1,1,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,1, ,1,YO24,1,1143
753,2,1118,2003,3,0,1,0,0,0,0,3,2, ,1,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,2,2, ,2,YO10,2,1123
754,2,1110,2003,3,0,1,0,0,0,0,3,2, ,1,3,2, ,1,1,0,1,0,1,0,0,0,0,0,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,YO32,1,1115
755,2,1040,2003,3,0,1,0,0,0,0,3,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,YO41,1,1045
756,2,1030,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0,0,0,0,1,1,1, ,1,YO32,1,1034
757,2,945,2003,3,0,1,0,0,0,0,3,2, ,1,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,2,3, ,1,YO10,2,950
758,2,930,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,3,3, ,1,YO1 ,2,935
759,2,910,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,1,0,0,0,0,1,0,0,0,0,0, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,0,0,1,3,3, ,2,YO31,1,915
760,2,830,2003,3,0,1,0,0,0,0,3,2, ,1,5,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,YO19,2,837
761,2,849,2003,3,0,1,0,0,0,0,3,2, ,1,4,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,0,0,0,0,1,5,3, ,2,YO10,1,855
762,2,925,2003,3,0,1,0,0,0,0,3,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,1,0,0,1,1, ,1,YO10,2,930
763,2,935,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,1,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,1,0,0,0,0,5,5, ,1,YO19,2,942
764,2,945,2003,3,0,1,0,0,0,0,3,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,2, ,1,YO24,2,952
765,2,955,2003,3,0,1,0,0,0,0,3,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,6,3, ,1,YO10,2,1000
766,2,1002,2003,3,1,1,0,0,0,0,3,2, ,1,1,2, ,1,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,YO10,2,1007
767,2,1025,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,1,0,0,1,0,0,0,0,0,0,0, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,1,0,0,0,0,1,1, ,1,YO10,2,1030
768,2,1050,2003,3,0,1,0,0,0,0,3,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,10,1,0,0,0,0,5,5, ,2,YO10,1,1054
769,2,1130,2003,3,0,1,0,0,0,0,3,2, ,1,4,1,1,1,1,0,1,0,0,0,0,0,0,0,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,YO10,1,1133
770,2,1200,2003,3,0,1,0,0,0,0,3,2, ,1,3,1,1,1,0,1,0,1,1,0,0,0,0,0, ,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,YO10,2,1205
771,2,1210,2003,3,1,1,0,0,0,0,3,2, ,1,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,0,0,0,0,1,1, ,1,YO30,2,1215
772,2,840,2003,3,1,1,0,0,0,0,10,1,2, ,1,2, ,2, , , , , , , , , , , , , , , , , ,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , ,0,0,2, , , , , , , ,3,2,70,2,90,2,2, , , ,18,50,2,20,2,1,1,1,0,0,0,0,3,3,5, ,B37 ,2,845
773,2,859,2003,3,0,1,1,0,0,0,8,1,2, ,5,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,1,0,0,0,0,1,0,0,0,0, , ,3, , , , ,1, , , , ,2, , , , ,0, , ,4,2,30,3,0,0,2, , , ,9999,100,3,20,3,1,1,1,0,1,0,0,1,1,1, ,SE14,1,905
774,2,913,2003,3,0,1,0,0,0,0,11,1,2, ,2,2, ,1,1,0,0,0,0,0,0,0,0,0,9999, , , , , , ,2,1,0,1,0,0,0,0,1,0,1,0,0,2, ,2, , , , ,2, ,6,2, ,2, , , , ,2, ,6,12,12,75,2,80,2,2, , , ,9999,750,2,30,2,1,3,1,0,0,0,0,1,1,1, ,    ,1,919
775,2,1010,2003,3,0,1,0,0,0,0,1,1,1, ,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,3,0,0,2, , , ,20,20,3,15,3,1,6,1,0,0,0,0,2,2,2, ,LS25,2,1015
776,2,1015,2003,3,0,1,0,0,0,0,5,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,4,0,0,2, , , ,25,25,4,30,4,1,4,1,0,0,0,0,1,1,1, ,YO32,2,9999
777,2,1030,2003,3,0,1,0,0,0,0,5,1,1, ,5,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,150,5,0,0,1,5,15,3, , , ,50,3,2,11,1,0,0,0,0,1,1,1, ,DN14,2,1035
778,2,1040,2003,3,0,1,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,3, , , , , , , , , ,3, , , , , , , ,3,3,15,1,0,0,1,5,20,4, , , ,25,4,1,6,1,0,0,0,0,1,1,1, ,IP16,1,1045
779,2,1059,2003,3,0,1,0,0,0,0,10,1,2, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,1,0,0,0,0,0,0,0,0,0, , ,3, , , , , , , , , ,2, , , , , , , ,3,2,20,4,0,0,2, , , ,9999,100,4,20,4,1,4,1,0,0,0,0,1,1,1, ,SA12,2,1105
780,2,1145,2003,3,0,1,0,0,0,0,5,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,5,0,0,2, , , ,20,20,5,20,5,2,11,0,0,0,0,1,5,5,5, ,YO12,3,1150
781,2,1225,2003,3,0,1,0,0,0,0,5,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,5,0,0,2, , , ,10,10,2,40,2,2,11,0,0,0,0,1,5,5,5, ,YO8 ,2,9999
782,2,1120,2003,3,0,1,0,0,0,0,5,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,0,0,1,10,9999,2, , , ,50,2,1,6,1,0,0,0,0,1,1,1, ,HU17,1,1125
783,2,1135,2003,3,0,1,0,0,0,0,3,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,0,0,0,0,1,2,2, ,1,YO16,2,1140
784,2,1640,2033,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,0,0,1,3,3,1, , , ,0,0,1,3,1,0,0,0,0,1,1,4, ,S81 ,2,1650
785,2,1625,2033,4,0,1,0,0,0,0,10,1,1, ,7,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,0,0,1,6,6,2, , , ,0,0,1,11,0,0,0,0,1,2,2,2, ,SK11,2,1635
786,2,1615,2033,4,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,1,0,0,0,0,0,0,0,0, , , ,2, , , , , , , , , ,0, , , , , , ,2,0,120,3,0,0,1,40,40,1, , , ,30,1,1,4,1,0,0,0,0,1,1,1, ,BH7 ,1,1625
787,2,1550,2033,4,0,1,0,0,0,0,4,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,6,6, ,1,S11 ,2,1600
788,2,1540,2033,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,2,0,0,1,32,32,2, , , ,0,0,2,11,0,0,0,0,1,1,1,4, ,NG5 ,2,1550
789,2,1530,2033,4,0,1,0,0,0,0,4,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,1,S6 4,2,1540
790,2,1520,2033,4,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,0,0,2, , , ,25,25,2,0,0,1,6,1,0,0,0,0,1,1,1, ,LN6 ,1,1530
791,2,1510,2033,4,0,1,0,0,0,0,4,2, ,1,3,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,0,0,0,0,1,6,6, ,1,S11 ,3,1520
